-78.81643,41.24755,Route 28 HWY 28 Eb Brockway PA steep grade
-79.43156,39.74978,National Pike US 40 Eb Confluence PA very steep long grade
-79.45990,39.76433,US 40 Eb Confluence PA very steep long grade
-79.65662,39.84975,US 40 Eb Hopwood PA very steep grade
-78.37307,39.70113,I 68 Eb Hancock MD steep grade
-78.28032,39.71686,I 68 Eb Hancock MD long steep grade
-78.34778,41.00844,HWY 970 Nb Woodland PA steep grade
-77.62369,40.75144,Old Us Highway 322 US 322 EB Milroy PA 8% for 3 miles
-78.81115,39.64079,I 68 Eb Cumberland MD steep
-79.34479,39.69117,I 68 Wb Friendsville MD very long and steep
-79.49775,39.65966,I 68 Wb Brandonville WV 5% over 1.5 miles
-79.91900,39.61537,Ramp I-68 Morganton WV 8% grade
-79.99311,39.60944,I 79 Nb Morganton WV long steep grade
-80.59825,40.05129,I 70 Wb Wheeling WV 5% grade for 0.5 mile
-80.71698,40.05186,Ramp I-470 Wheeling WV 7% grade
-85.10020,38.65334,I 71 Sb Carrollton KY long steep grade
-86.25639,38.24030,I 64 Eb Corydon IN long steep grade
-86.41971,38.24373,I 64 Eb English IN steep grade
-80.74379,38.61972,I 79 Nb Sutton WV steep grade
-79.43579,39.65474,I 68 Eb Friendsville MD long steep grade
-78.78808,39.64497,I 68 Eb Cumberland MD 6% for 2 miles
-79.84769,39.66967,Ramp Morgantown WV 7% ramp grade
-80.98099,37.77244,I 64 Eb Shady Spring WV 7% over 4.5 miles
-80.40911,37.80753,I 64 Eb Caldwell WV long steep grade
-83.27384,39.02378,Appalachian Hwy HWY 32 Eb Elm Grove OH steep winding grade
-78.96259,39.67189,I 68 Eb/Us 40 Eb Frostburg MD 6% for 13 miles
-78.62296,39.70619,I 68 Eb Cresaptown MD 6% for 2.5 miles
-79.76865,39.65535,I 68 Eb Brandonville WV 5% over 2 miles
-79.48828,39.66290,I 68 Eb Brandonville WV 6% over 2 miles
-76.37712,40.50699,HWY 645 Nb Brookside PA extreme steep 15 mph grade
-76.37839,40.50567,HWY 645 Sb Bethel PA extreme steep 15 mph grade
