0,1,2,3,4,5,6,7,8
-74.155383,41.091721,Pilot\, 8 Truck Parking Spots; #0210,201-529-2704,I-287 Exit 64; 230 Rte 17 South,Mahwah,NJ,07430,USA
-74.165318,41.165318,AMBEST\,  Kings Mahwah Truck Stop 5 Truck Parking Spots,201-252-8889,I-287 Exit 66; 130 Rte 17 S,Mahwah,NJ,07430,USA
-74.687161,41.349379,Pilot\, 4 Truck Parking Spots; #0880,973-293-3477,I-84 Exit 1; 15 Rte 23,Montague,NJ,07827,USA
-74.88814,39.98174,AMBEST\,  Sunoco #7008 james F Cooper 50 Truck Parking Spots,856-234-5222,I-95 MP 39,Mount Laurel,NJ,08054,USA
-74.126276,40.719759,Pilot\, Express 33 Truck Parking Spots; #1098,973-589-3090,400 Doremus Ave,Newark,NJ,07105,USA
-73.9966,40.841590000000004,AMBEST\,  Sunoco 7/11 - 40084 14 Truck Parking Spots,201-945-9640,46 Abbott Ave,Palisades Park,NJ,07650,USA
-75.2385,39.819,TA\,  Shell 175 Truck Parking Spots; #0218,856-423-5500,I-295 Exit 18A; 171 Berkley Rd.,Paulsboro,NJ,8066,USA
-75.39563000000001,39.69625,AMBEST\,  Sunoco #7006 John Fenwick 50 Truck Parking Spots,856-299-4004,I-95 MP 5 N,Penns Grove,NJ,08069,USA
-75.39609,39.69746,AMBEST\,  Sunoco #7005 Clara Barton 25 Truck Parking Spots,856-299-4005,I-95 MP 5 S,Penns Grove,NJ,08069,USA
-74.02571999999999,40.82893,AMBEST\,  Sunoco #7017 Vince Lombardi 250 Truck Parking Spots,201-945-5112,I-95 MM 116/115,Ridgefield,NJ,07657,USA
-74.685781,40.892136,Pilot\, 10 Truck Parking Spots; #0891,973-347-8770,I-80 Exit 27; 1470 Rte 46 E,Roxbury,NJ,07852,USA
-74.11946,40.75396,AMBEST\,  Sunoco #7016 Alex Hamilton 50 Truck Parking Spots,201-348-0656,I-95 MM 111,Secaucus,NJ,07094,USA
-74.26324,40.55847,AMBEST\,  Sunoco #7104 Grover Cleveland,732-636-1298,I-95 MP 92 N,Woodbridge,NJ,07095,USA
-107.55753,35.076632000000004,AMBEST\,  Sky City 350 Truck Parking Spots,505-552-5700,I-40 Exit 102,Acoma,NM,87034,USA
-106.78603400000001,35.063503999999995,Love's\,  RV Dump/Propane; 65 Truck Parking Spots; #0614,505-831-5533,I-40 Exit 149; 12605 Central Ave NW,Albuquerque,NM,87121,USA
-106.746458,35.079038,Flying J\, RV Lanes/RV Dump/Propane; 165 Truck Parking Spots/RV Parking; #0689,505-831-2001,I-40 Exit 153; 9911 Avalon Rd NW,Albuquerque,NM,87105,USA
-106.648875,35.107254,Love's\,  3 Truck Parking Spots; #0210,505-842-6514,I-40 Exit 158; 2200 6th NW,Albuquerque,NM,87102,USA
-106.6247,35.1111,TA\,  Valero 150 Truck Parking Spots; #0081,505-884-1066,I-40 Exit 159AD/I-25Exit 225(NB) 227(SB); 2501 University Blvd.; NE,Albuquerque,NM,87107,USA
-106.40156699999999,35.415329,AMBEST\,  Black Mesa 80 Truck Parking Spots,505-867-4706,I-25 Exit 252; 26 Hagon Rd,Algodones,NM,87001,USA
-104.396488,32.8423995,Pilot\,  Thomas Cardlock 70 Truck Parking Spots; #8601,575-746-0076,210 E Main St,Artesia,NM,88210,USA
-106.793449,34.652957,Love's\,  RV Dump/Propane; 62 Truck Parking Spots; #0726,505-864-6107,I-25 Exit 191; 1903 Camino Del Llano,Belen,NM,87002,USA
-104.21550500000001,32.388358000000004,Pilot\, 155 Truck Parking Spots; #0490,575-887-7033,3202 S Canal St,Carlsbad,NM,88221,USA
-103.179939,36.445421,Love's\,  RV Dump; 10 Truck Parking Spots; #0022,575-374-9548,Hwy 87 Exit; 703 South 1st,Clayton,NM,88415,USA
-103.15263399999999,34.395995899999996,Pilot\, 29 Truck Parking Spots; #1118,575-769-8369,4100 Mabry Drive,Clovis,NM,88101,USA
-103.144305,34.394791,Love's\,  50 Truck Parking Spots; #0329,575-762-2966,Hwy 60 Exit CR G; 4700 Mabry Dr,Clovis,NM,88101,USA
-107.7923,32.2598,Petro\,  Valero 150 Truck Parking Spots; #0385,575-546-7070,I-10 Exit 68; 14150 Hwy 418 SW,Deming,NM,88030,USA
-103.16206700000001,32.442752,Pilot\,  Thomas Cardlock 60 Truck Parking Spots; #8605,575-394-3571,1410 W Ave O,Eunice,NM,88240,USA
-103.120598,32.435163,Love's\,  RV Dump; 83 Truck Parking Spots; #0760,575-394-0015,16 Andrews Hwy,Eunice,NM,88231,USA
-108.834627,35.505618,Love's\,  36 Truck Parking Spots; #0215,505-863-3849,I-40 Exit 16; 3380 W. 66th,Gallup,NM,87301,USA
-108.8359,35.5059,TA\,  Valero 76 Truck Parking Spots; #0008,505-863-6801,I-40 Exit 16; 3404 W Historical Hwy 66,Gallup,NM,87301,USA
-103.1036,35.1754,AMBEST\,  Russell's Endee Truck & Travel Center 140 Truck Parking Spots,575-576-8700,I-40 Exit 369; 1583 Frontage Rd,Glenrio,NM,88434,USA
-103.150102,32.700189,Pilot\,  Thomas Cardlock #8604,866-859-2417,1200 W Broadway,Hobbs,NM,88240,USA
-103.179,32.6965,AMBEST\,  Stripes #250,575-393-4467,3305 W Marland Blvd,Hobbs,NM,88240,USA
-103.16311400000001,32.739872,Pilot\,  Thomas Cardlock #8658,866-859-2417,3513 NW County Rd,Hobbs,NM,88240,USA
-103.183759,32.697804999999995,Pilot\, 97 Truck Parking Spots; #0557,575-391-0120,3710 W Carlsbad Hwy,Hobbs,NM,88240,USA
-103.187872,32.120335,Pilot\, 43 Truck Parking Spots; #1165,575-395-2927,410 E Kansas Ave,Jal,NM,88252,USA
-108.43267900000001,35.481551,Pilot\, RV Lanes; 450 Truck Parking Spots; #0305,505-722-6655,I-40 Exit 39; 1 Giant Crossing,Jamestown,NM,87347,USA
-106.921622,32.269463,Love's\,  16 Truck Parking Spots; #0259,575-527-5102,I-10 Exit 132; 8993 Robert Larson Blvd,Las Cruces,NM,88005,USA
-106.8115,32.2977,TA\,  Shell RV Dump; 201 Truck Parking Spots; #0014,575-527-7400,I-10 Exit 139; 202 N. Motel Blvd,Las Cruces,NM,88005,USA
-106.810115,32.296265000000005,Pilot\, 40 Truck Parking Spots; #0266,575-523-2700,I-10 Exit 139; 2681 West Amador,Las Cruces,NM,88005,USA
-105.207567,35.619377,Love's\,  RV Dump; 32 Truck Parking Spots; #0733,505-425-9453,I-25 Exit 347; 2401 N Grand Ave,Las Vegas,NM,87701,USA
-108.73557,32.353871999999996,Love's\,  RV Dump; 82 Truck Parking Spots; #0276,575-542-8462,I-10 Exit 20 WB/20B EB; 900 W. Motel Dr,Lordsburg,NM,88045,USA
-108.67673700000002,32.341143,Flying J\, RV Lanes/RV Dump/Propane; 285 Truck Parking Spots/RV Parking; #0690,505-542-3320,I-10 Exit 24; 11 Old Hwy 70,Lordsburg,NM,88045,USA
-108.681486,32.342081,Pilot\, 95 Truck Parking Spots; #0163,575-542-3100,I-10 Exit 24; 1124 East Motel Dr,Lordsburg,NM,88045,USA
-107.9038,35.181,Petro\,  Shell 200 Truck Parking Spots; #0313,505-285-6648,I-40 Exit 79; 1430 Motel Drive,Milan,NM,87021,USA
-107.89990300000001,35.183232000000004,Love's\,  66 Truck Parking Spots; #0257,505-287-2981,I-40 Exit 79; 257 Horizon Blvd,Milan,NM,87021,USA
-106.065,35.0095,TA\,  Shell RV Dump; 245 Truck Parking Spots; #0229,505-832-4421,I-40 Exit 194; 1700 U.S. Route 66 West,Moriarty,NM,87035,USA
-106.04371,35.010717,Pilot\, 85 Truck Parking Spots; #0475,505-832-4954,I-40 Exit 196; 305 Abrahames Rd West,Moriarty,NM,87035,USA
-104.651195,34.946751,Pilot\, 63 Truck Parking Spots; #1070,575-472-7200,2464 Rte 66; I-49 Exit 277,Santa Rosa,NM,88435,USA
-104.637716,34.946713,Love's\,  RV Dump; 110 Truck Parking Spots; #0285,575-472-1160,I-40 Exit 277; 1028 State Hwy 156,Santa Rosa,NM,88435,USA
-104.6407,34.9443,TA\,  Shell 116 Truck Parking Spots; #0023,575-472-3432,I-40 Exit 277; 2634 Historic Route 66,Santa Rosa,NM,88435,USA
-103.3175,33.257,AMBEST\,  Stripes #5060 10 Truck Parking Spots,575-398-2432,10 E Broadway,Tatum,NM,88267,USA
-103.0457,34.3885,AMBEST\,  Stripes #150 16 Truck Parking Spots,575-482-9313,225 Wheeler Ave,Texico,NM,88135,USA
-103.70149559999999,35.15868274,Love's\,  RV Dump/Propane; 160 Truck Parking Spots; #0262,575-461-1900,I-40 Exit 333; 1900 Mountain Rd,Tucumcari,NM,88401,USA
-103.70430999999999,35.158784000000004,Flying J\, RV Lanes/RV Dump/Propane; 136 Truck Parking Spots/RV Parking; #0691,575-461-6590,I-40 Exit 333; 2021 South Mountain Rd,Tucumcari,NM,88401,USA
-116.94544099999999,40.649625,Flying J\, RV Lanes/RV Dump; 70 Truck Parking Spots; #0966,702-635-5424,I-80 Exit 231; 650 West Front St,Battle Mountain,NV,89820,USA
-116.105797,40.719724,Pilot\, 60 Truck Parking Spots; #0387,775-754-6384,I-80 Exit 280; 791 Tenth St,Carlin,NV,89822,USA
-114.869115,39.242743,Love's\,  RV Dump; 48 Truck Parking Spots; #0691,775-289-3520,Hwy 50/93 Exit Hwy 6; 1701 Great Basin Blvd,Ely,NV,89301,USA
-119.266272,39.614278999999996,Pilot\, 100 Truck Parking Spots; #0340,775-575-5115,I-80 Exit 46; 465 Pilot Rd,Fernley,NV,89408,USA
-119.266446,39.618046,Love's\,  RV Dump; 94 Truck Parking Spots; #0246,775-575-2200,I-80 Exit 46; 825 Commerce Center Dr,Fernley,NV,89408,USA
-119.21593,39.615091,Flying J\, 85 Truck Parking Spots; #1005,775-575-5919,I-80 Exit 48; 480 Truck Inn Way,Fernley,NV,89408,USA
-115.1864,36.0433,TA\,  Sinclair Propane; 144 Truck Parking Spots; #0108,702-361-1176,I-15 Exit 33; 8050 Dean Martin Drive,Las Vegas,NV,89139,USA
-114.89473999999998,36.38071,Love's\,  RV Dump; 80 Truck Parking Spots; #0340,702-643-7398,I-15 Exit 64; 12501 Apex Great Basin Way,Las Vegas,NV,89105,USA
-115.0261,36.2789,Petro\,  Sinclair RV Dump; 207 Truck Parking Spots; #0331,702-632-2640,I-15 Exit 54; 6595 North Hollywood Blvd,Las Vegas,NV,89115,USA
-114.140024,36.784167,Pilot\, RV Lanes; 69 Truck Parking Spots; #1171,702-849-8030,I-15 Exit 118; 1057 S Lower Flat Top Dr,Mesquite,NV,89027,USA
-118.056,40.6932,TA\,  Mobil 152 Truck Parking Spots; #0181,775-538-7311,I-80 Exit 151W/Exit 149E; 6000 E. Frontage Road,Mill City,NV,89418,USA
-115.097783,36.241316999999995,Pilot\, 80 Truck Parking Spots; #0341,702-644-1600,I-15 Exit 48; 3812 East Craig Rd,North Las Vegas,NV,89031,USA
-115.391695,35.609695,Flying J\, 125 Truck Parking Spots; #0513,702-492-9657,I-15 Exit 1; 115 West Primm Blvd,Primm,NV,89019,USA
-114.917346,35.456773,AMBEST\,  Searchlight Truck Stop 60 Truck Parking Spots,702-297-1080,US Hwy. 95 at Hwy. 164 Calif. Line,Searchlight,NV,89046,USA
-119.7371,39.5351,TA\,  Mobil RV Dump; 200 Truck Parking Spots; #0172,775-359-0550,I-80 Exit 19; 200 North McCarren,Sparks,NV,89431,USA
-119.7087,39.5233,Petro\,  Mobil 400 Truck Parking Spots; #0338,775-355-8888,I-80 Exit 21; 1950 East Greg St.,Sparks,NV,89431,USA
-114.95994499999999,41.098956,Love's\,  RV Dump; 70 Truck Parking Spots; #0365,775-752-9915,I-80 Exit 352; 157 Hwy 93 S,Wells,NV,89835,USA
-114.957502,41.098227,Flying J\, RV Lanes/RV Dump/Propane; 200 Truck Parking Spots/RV Parking; #0692,775-752-2400,I-80 Exit 352; 156 Hwy 93 South,Wells,NV,89835,USA
-114.9561,41.101000000000006,Petro\,  Sinclair RV Dump; 250 Truck Parking Spots; #0392,775-752-3344,I-80 Exit 352A; 1440 6th St.,Wells,NV,89835,USA
-114.066598,40.740116,Pilot\, Propane; 125 Truck Parking Spots; #0147,775-664-3400,I-80 Exit 410; 1200 West Wendover Blvd,West Wendover,NV,89883,USA
-117.80488899999999,40.931337,Pilot\, RV Lanes; 105 Truck Parking Spots; #0485,775-625-2800,I-80 Exit 173; 5625 I-80 W Winnemucca Exchange,Winnemucca,NV,89445,USA
-117.747702,40.960611,Flying J\, RV Lanes/RV Dump/Propane; 105 Truck Parking Spots/RV Parking; #0770,775-623-0111,I-80 Exit 176; 1880 West Winnemucca Blvd,Winnemucca,NV,89445,USA
-77.712547,42.866228,AMBEST\,  Quicklee's Travel Center 80 Truck Parking Spots,585-226-8272,I-390 Exit 9; 265 E main,Avon,NY,14414,USA
-77.711612,42.866729,AMBEST\,  The Diesel Shop,585-358-0271,I-390 Exit 9; 5628 Bruckel Dr,Avon,NY,14414,USA
-77.363764,42.377631,Pilot\, 70 Truck Parking Spots; #0322,607-776-2012,I-86 Exit 37; 7767 SR 53,Bath,NY,14810,USA
-75.842557,42.100487,TA 125 Truck Parking Spots; #0207,607-775-3500,I-81 Exit 2/3; 753 Upper Court Street,Binghamton,NY,13904,USA
-75.836097,42.101864,Love's\,  Propane; 72 Truck Parking Spots; #0403,607-651-9153,I-81 Exit 3; 2 Industrial Park Dr,Binghamton,NY,13904,USA
-78.75973,42.90773,AMBEST\,  Jim's Truck Plaza 150 Truck Parking Spots,716-684-5411,I-90 Exit 52E; 2125 Walden Ave,Buffalo,NY,14225,USA
-73.42799000000001,42.36175,AMBEST\,  Canaan Super Stop 100 Truck Parking Spots,518-781-4144,I-90 Exit B3; 12816 Hwy 22,Canaan,NY,12029,USA
-73.430503,42.363747,Love's\,  Propane; 57 Truck Parking Spots; #0611,518-781-4040,I-90 Exit B3; 12845 Route 22,Canaan,NY,12029,USA
-78.4056,43.0059,TA\,  Mobil 132 Truck Parking Spots; #0194,585-599-4577,I-90 Exit 48A; 8420 Alleghany,Corfu,NY,14036,USA
-77.7195,42.5662,TA\,  Valero RV Dump/Propane; 102 Truck Parking Spots; #0208,585-335-6023,I-390 Exit 5; 9616 Commerce Drive,Dansville,NY,14437,USA
-74.3585,42.94703,AMBEST\,  Fultonville Super Stop 90 Truck Parking Spots,518-853-4601,I-90 Exit 2; 128 Riverside Dr,Fultonville,NY,12072,USA
-74.3629,42.9488,TA 121 Truck Parking Spots; #0209,518-853-3411,I-90 Exit 28; 40 Riverside Drive,Fultonville,NY,12072,USA
-76.165752,43.086718,Pilot\, 85 Truck Parking Spots; #0380,315-424-0124,I-81 Exit 25/I-90 Exit 36; 107 Seventh North,Liverpool,NY,13088,USA
-76.13023100000001,42.587907,AMBEST\,  McGraw Travel Plaza ? Truck Parking Spots,607-753-8007,I-81 Exit 10; 3742 Hwy 11,McGraw,NY,13101,USA
-74.2207,41.5042,TA\,  Shell 160 Truck Parking Spots; #0210,845-457-3163,I-84 Exit 5; 125 Neelytown Road,Montgomery,NY,12549,USA
-74.113474,41.520771,Pilot\, 110 Truck Parking Spots; #0394,845-567-1722,I-84 Exit 6; 239 Rte 17K,Newburgh,NY,12550,USA
-76.323761,42.064098,AMBEST\,  Lounsberry Travel Ctr 70 Truck Parking Spots,607-687-3957,I-86 Exit 63; 305 Stanton Hill Rd,Nichols,NY,113812,USA
-78.40692,43.000805,Flying J\, RV Lanes/RV Dump/Propane; 150 Truck Parking Spots/RV Parking; #0693,585-599-4430,I-90 Exit 48A; 8484 Allegheny Rd,Pembroke,NY,14036,USA
-76.976105,42.95044,AMBEST\,  7/11 Stores #35115 100 Truck Parking Spots,315-781-1464,I-90 Exit 42; 1735 Hwy 14,Phelps,NY,14532,USA
-74.02856899999999,42.781758,Pilot\, 95 Truck Parking Spots; #0494,518-356-5616,I-88 Exit 25; 1128 Duanesburg Rd,Rotterdam,NY,12306,USA
-73.674693,42.497613,Pilot\, 15 Truck Parking Spots; #0146,518-732-7272,I-90 Exit 12; 995 US 9,Shodack Landing,NY,12033,USA
-76.8468,42.9644,Petro\,  Exxon 191 Truck Parking Spots; #0371,315-220-6550,I-90 Exit 41; 1255 Route 414,Waterloo,NY,13165,USA
-82.22275,41.37851,AMBEST\,  Sunoco 7/11 - 40294 50 Truck Parking Spots,440-986-5225,I-80/90 MM 139; 7998 Leavitt Rd,Amherst,OH,44001,USA
-82.220624,41.379394,AMBEST\,  Sunoco 7/11 - 40293 50 Truck Parking Spots,440-984-3995,I-80/90 WB MM 139; 46402 Middle Ridge Rd,Amherst,OH,44001,USA
-80.853175,41.785524,Pilot\, 150 Truck Parking Spots; #0002,440-275-3303,I-90 Exit 223; 2246 SR 45,Austinburg,OH,44010,USA
-80.85585,41.790071999999995,Flying J\, RV Lanes/RV Dump/Propane; 164 Truck Parking Spots/RV Parking; #0694,440-275-1515,I-90 Exit 223; 2349 Center Rd,Austinburg,OH,44010,USA
-80.76993399999999,41.128748,Pilot\, 200 Truck Parking Spots; #0003,330-505-3532,I-80 Exit 223; 1150 North Canfield-Niles,Austintown,OH,44515,USA
-82.060677,41.465084999999995,Pilot\, 55 Truck Parking Spots; #0004,440-934-0110,I-90 Exit 151; 39115 Colorado Rd,Avon,OH,44011,USA
-83.967315,40.832336,Flying J\, RV Lanes/RV Dump/Propane; 150 Truck Parking Spots/RV Parking; #0695,419-643-8001,I-75 Exit 135; 420 East Main St,Beaver Dam,OH,45808,USA
-83.965271,40.833871,Pilot\, 105 Truck Parking Spots; #0457,419-643-6023,I-75 Exit 135; 427 East Main St,Beaver Dam,OH,45808,USA
-82.54609,40.6523,Love's\,  RV Dump; 73 Truck Parking Spots; #0711,419-886-0034,I-71 Exit 165; 976 SR 97 W,Belleville,OH,44813,USA
-81.050689,40.05753,Pilot\, 67 Truck Parking Spots; #0449,740-782-0134,I-70 Exit 208; 66377 Belmont-Morristown Rd,Belmont,OH,43718,USA
-82.924027,40.267382,Flying J\, RV Lanes/RV Dump/Propane; 150 Truck Parking Spots/RV Parking; #0696,740-965-9835,I-71 Exit 131; 7735 East SR 37,Berkshire,OH,43074,USA
-82.296051,38.875395000000005,Love's\,  RV Dump/Propane; 80 Truck Parking Spots; #0594,740-245-0089,Hwy 35 Exit SR 850; 2008 State Route 850,Bidwell,OH,45614,USA
-81.67494,41.29155,AMBEST\,  Sunoco 7/11 - 40296 100 Truck Parking Spots,440-717-9658,10037 Broadview Rd,Broadview Heights,OH,44147,USA
-81.67235,41.29247,AMBEST\,  Sunoco 7/11 - 40295 100 Truck Parking Spots,440-717-9530,2000 Edgerton Rd,Broadview Heights,OH,44147,USA
-81.997734,40.999223,Pilot\, 105 Truck Parking Spots; #0287,330-948-4571,I-71 Exit 204; 10048 Avon Lake Rd,Burbank,OH,44214,USA
-81.995846,40.996204999999996,Love's\,  RV Dump/Propane; 120 Truck Parking Spots; #0332,330-624-1000,I-71 Exit 204; 10145 Avon Lake Rd,Burbank,OH,44214,USA
-81.527959,39.737538,Pilot\, 50 Truck Parking Spots; #0309,740-732-5656,I-77 Exit 25; 44133 Fairground Rd,Caldwell,OH,43724,USA
-81.576912,39.997137,Pilot\, 35 Truck Parking Spots; #0006,740-439-0989,I-70 Exit 178; 61700 Southgate Rd,Cambridge,OH,43725,USA
-81.403188,40.749131,Pilot\, 130 Truck Parking Spots; #0469,330-484-3965,I-77 Exit 101; 2320 Faircrest St,Canton,OH,44706,USA
-82.68401800000001,39.772963,AMBEST\,  Circle K 5726,740-756-7293,4400 Coonpath Rd,Carroll,OH,43112,USA
-82.950973,39.338035,Pilot\, 66 Truck Parking Spots; #0597,740-772-2300,1111 E Main,Chillicothe,OH,45601,USA
-82.95828,39.556927,Love's\,  RV Dump; 101 Truck Parking Spots; #0690,740-474-4126,Hwy 23 Exit Pittsburgh Rd; 25727 Duroc St,Circleville,OH,43113,USA
-82.957098,39.557944,Pilot\, Propane; 55 Truck Parking Spots; #0008,740-420-8942,US 23 & Pittsburg Rd; 25600 US 23,Circleville,OH,43113,USA
-82.95723000000001,41.36865,AMBEST\,  Sunoco 7/11 - 40303 150 Truck Parking Spots,419-547-6355,1012 North County Rd,Clyde,OH,43410,USA
-82.95687,41.36808,AMBEST\,  Sunoco 7/11 - 40304 100 Truck Parking Spots,419-547-8585,888 North County Rd,Clyde,OH,43410,USA
-83.100082,39.973832,Pilot\, 100 Truck Parking Spots; #0213,614-308-9195,I-70 Exit 94; 3600 Interchange Rd,Columbus,OH,43204,USA
-80.570699,41.914023,Love's\,  Propane; 80 Truck Parking Spots; #0389,440-593-6816,I-90 Exit 241; 2 Love's Drive,Conneaut,OH,44030,USA
-84.20898199999999,39.733385,Love's\,  Propane; 120 Truck Parking Spots; #0427,937-222-5202,I-75 Exit 51; 2217 S Edwin C Moses Blvd,Dayton,OH,45417,USA
-84.630818,39.831663,Pilot\, 50 Truck Parking Spots; #0286,937-456-6303,I-70 Exit 10; 6141 US 127 North,Eaton,OH,45320,USA
-84.6282,39.84,TA\,  BP 198 Truck Parking Spots; #0011,937-456-5521,I-70 Exit 10; 6762 US Rte 127 N.,Eaton,OH,45320,USA
-83.6608,41.136613,Pilot\, 80 Truck Parking Spots; #0360,419-299-3381,I-75 Exit 164; 11471 SR 613 West,Findlay,OH,45840,USA
-84.290451,39.542654,Pilot\, 200 Truck Parking Spots; #0009,937-746-4488,I-75 Exit 36; 6830 Franklin-Lebanon,Franklin,OH,45005,USA
-83.370588,41.490722999999996,AMBEST\,  Sunoco 7/11 - 40302,419-855-4175,I-80 EB; 6410 CR 165,Genoa,OH,43430,USA
-83.366614,41.489862,AMBEST\,  Sunoco 7/11 - 40301 50 Truck Parking Spots,419-855-7230,I-80 WB; 6164 CR 165,Genoa,OH,43430,USA
-80.7172,41.1408,Petro\,  Shell 323 Truck Parking Spots; #0320,330-505-3700,I-80 Exit 226; 1 Petro Place,Girard,OH,44420,USA
-80.719391,41.139862,Pilot\, 80 Truck Parking Spots; #0281,330-530-8500,I-80 Exit 226; 2786 Salt Springs Rd,Girard,OH,44420,USA
-80.71846,41.13875,Pilot\,  Mr Fuel 60 Truck Parking Spots; #0732,330-530-4024,I-80 Exit 226; 2840 Salt Spring Rd,Girard,OH,44420,USA
-82.536115,39.945205,Pilot\, 90 Truck Parking Spots; #0285,740-928-5588,I-70 Exit 126; 10258 Lancaster Rd SW,Hebron,OH,43025,USA
-82.5349,39.9389,TA\,  BP 130 Truck Parking Spots; #0039,740-467-2900,I-70 Exit 126; 10679 Lancaster Rd.,Hebron,OH,43025,USA
-80.569726,41.173128000000005,Love's\,  Propane; 85 Truck Parking Spots; #0370,330-534-1800,I-80 Exit 234; 2586 N. Main St,Hubbard,OH,44425,USA
-80.570504,41.182562,Flying J\, RV Lanes/RV Dump/Propane; 150 Truck Parking Spots/RV Parking; #0697,330-534-3774,I-80 Exit 234B (Eastbound); 2226 North Main,Hubbard,OH,44425,USA
-83.612786,39.620768,Love's\,  RV Dump/Propane; 95 Truck Parking Spots; #0352,740-948-2342,I-71 Exit 65; 13023 US 35,Jeffersonville,OH,43128,USA
-83.6038,39.6166,TA\,  BP 144 Truck Parking Spots; #0139,740-948-2365,I-71 Exit 65; 12403 US Rt 35 NW,Jeffersonville,OH,43128,USA
-83.537722,39.646085,Flying J\, RV Lanes/RV Dump/Propane; 148 Truck Parking Spots/RV Parking; #0698,740-426-9136,I-71 Exit 69; 9935 SR 41,Jeffersonville,OH,43128,USA
-80.6671,41.8765,TA\,  BP 158 Truck Parking Spots; #0029,440-224-2035,I-90 Exit 235; 5551 St Rt 193,Kingsville,OH,44048,USA
-83.460039,41.535126,Flying J\, RV Lanes/RV Dump/Propane; 150 Truck Parking Spots/RV Parking; #0700,419-837-2100,I-280 Exit 1B; 26415 Warns Rd,Lake Township,OH,43551,USA
-84.15006600000001,39.411879,Flying J\, Propane; 109 Truck Parking Spots; #0552,513-933-0312,I-71 Exit 32; 3140 SR 350,Lebanon,OH,45036,USA
-83.370175,39.958751,Pilot\, RV Lanes; 125 Truck Parking Spots; #0454,614-879-4128,I-70 Exit 79; 1365 SR 42 NE,London,OH,43140,USA
-83.3796,39.9538,TA\,  BP 138 Truck Parking Spots; #0024,740-852-3810,I-70 Exit 79; 940 US RT 42 NE,London,OH,43140,USA
-81.1764,41.24284,AMBEST\,  Sunoco 7/11 - 40298 100 Truck Parking Spots,330-298-1596,9250 Limeridge Rd,Mantua,OH,44255,USA
-81.17639,41.24423,AMBEST\,  Sunoco 7/11 - 40297 50 Truck Parking Spots,330-298-1582,9270 Limeridge Rd,Mantua,OH,44255,USA
-82.830783,40.370321999999994,Pilot\, RV Dump; 65 Truck Parking Spots; #0455,419-253-1400,I-71 Exit 140; 488 SR 61,Marengo,OH,43334,USA
-82.59921700000001,39.942384000000004,Flying J\, RV Lanes/RV Dump/Propane; 152 Truck Parking Spots/RV Parking; #0699,740-964-9601,I-70 Exit 122; 10480 Baltimore,Millersport,OH,43046,USA
-84.1045,41.4178,Petro RV Dump; 110 Truck Parking Spots; #0388,419-599-3835,Hwy 6/24 Exit 41; 900 American Road,Napolean,OH,43545,USA
-84.104244,41.416539,Pilot\, 75 Truck Parking Spots; #0303,419-599-0043,Route 24; 905 American Rd,Napoleon,OH,43545,USA
-84.8111,39.8359,Petro\,  BP 197 Truck Parking Spots; #0357,937-437-8593,I-70 Exit 156B; 9787 US Route 40 West,New Paris,OH,45347,USA
-80.58686,40.93847,AMBEST\,  Sunoco 7/11 - 40300,330-542-9615,I-76 EB MM 235,New Springfield,OH,44443,USA
-80.58604,40.94068,AMBEST\,  Sunoco 7/11 - 40299,330-542-9650,I-76 WB MM 235,New Springfield,OH,44443,USA
-83.6475,41.1738,Petro\,  BP 250 Truck Parking Spots; #0325,419-257-3744,I-75 Exit 167; 12906 Deshler Rd.,North Baltimore,OH,45872,USA
-83.65166739,41.17381921,Love's\,  Propane; 65 Truck Parking Spots; #0356,419-257-2600,I-75 Exit 167; 13190 Deshler Rd,North Baltimore,OH,45872,USA
-81.4295,40.8788,TA 85 Truck Parking Spots; #0095,330-494-7507,I-77 Exit 111; 4450 Portage St. NW,North Canton,OH,44720,USA
-80.660301,40.959842,Pilot\, 50 Truck Parking Spots; #0011,330-549-9203,I-76 Exit 232; 10920 Market St,North Lima,OH,44452,USA
-83.4664,41.5355,Petro\,  BP 375 Truck Parking Spots; #0317,419-837-9725,I-280 Exit 1B; 26416 Baker Rd.,Perrysburg,OH,43551,USA
-83.466545,41.537423,Love's\,  Propane; 120 Truck Parking Spots; #0456,419-837-0071,I-280 Exit 1B; 26530 Baker Road,Perrysburg,OH,43551,USA
-83.4624,41.5215,TA\,  BP 177 Truck Parking Spots; #0087,419-837-5017,I-80/280 Exit 71; 3483 Libbey Road,Perrysburg,OH,43551,USA
-83.461466,41.52279,Pilot\, 50 Truck Parking Spots; #0012,419-837-5091,I-80/90 Exit 71; 3430 Libbey Rd,Perrysburg,OH,43551,USA
-81.326623,40.053019,AMBEST\,  Fuel Mart #727 25 Truck Parking Spots,740-758-5920,I-70 Exit 193; 21927 Bridgewater Rd,Quaker City,OH,43773,USA
-81.625945,41.276113,Pilot\, 80 Truck Parking Spots; #0130,330-659-2020,I-77 Exit 146 / I-80 Exit 173; 5219 Brecksville Rd,Richfield,OH,44286,USA
-81.907526,41.029196,Pilot\, 190 Truck Parking Spots; #0013,330-769-4220,I-71 Exit 209; 8924 Lake Rd,Seville,OH,44273,USA
-81.9078,41.0322,TA\,  BP 237 Truck Parking Spots; #0015,330-769-2053,I-71/76 Exit 209; 8834 Lake Road,Seville,OH,44273,USA
-84.185979,40.264251,Love's\,  130 Truuk Parking Spots; #0747,937-492-1163,I-75 Exit 90; 2241 Fair Rd,Sidney,OH,45365,USA
